State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI
California,2019.0,359.6792452830189,247.9056603773585,95.33962264150944,13.264150943396226,2.660377358490566,0.22641509433962265,0.2830188679245283,226.26415094339623,43.83018867924528
Colorado,2019.0,287.25,221.25,63.964285714285715,1.9642857142857142,0.07142857142857142,0.0,0.0,95.03571428571429,34.07142857142857
Connecticut,2019.0,325.125,276.75,40.875,6.75,0.75,0.0,0.0,131.625,39.5
Country Of Mexico,2019.0,195.0,146.5,42.0,6.5,0.0,0.0,0.0,135.0,57.5
Delaware,2019.0,365.0,283.6666666666667,80.33333333333333,1.0,0.0,0.0,0.0,104.0,42.333333333333336
District Of Columbia,2019.0,365.0,242.0,118.0,4.0,1.0,0.0,0.0,157.0,44.0
Florida,2019.0,353.28205128205127,312.79487179487177,39.97435897435897,0.5128205128205128,0.0,0.0,0.0,92.94871794871794,35.69230769230769
Georgia,2019.0,294.6551724137931,225.58620689655172,67.51724137931035,1.4482758620689655,0.10344827586206896,0.0,0.0,105.37931034482759,38.55172413793103
Hawaii,2019.0,364.25,351.5,11.75,0.75,0.25,0.0,0.0,102.5,18.25
Idaho,2019.0,344.8095238095238,304.04761904761904,39.476190476190474,1.1428571428571428,0.14285714285714285,0.0,0.0,92.33333333333333,23.80952380952381
Illinois,2019.0,336.5925925925926,269.3703703703704,66.03703703703704,1.0740740740740742,0.1111111111111111,0.0,0.0,98.14814814814815,35.51851851851852
Indiana,2019.0,332.675,282.05,50.025,0.6,0.0,0.0,0.0,86.65,34.5
Iowa,2019.0,288.125,235.5625,52.4375,0.125,0.0,0.0,0.0,85.25,34.4375
Kansas,2019.0,335.72727272727275,299.0,36.36363636363637,0.2727272727272727,0.09090909090909091,0.0,0.0,100.54545454545455,32.0
Kentucky,2019.0,322.81481481481484,280.1111111111111,42.148148148148145,0.5555555555555556,0.0,0.0,0.0,83.44444444444444,38.22222222222222
Louisiana,2019.0,330.3478260869565,278.3478260869565,51.391304347826086,0.6086956521739131,0.0,0.0,0.0,91.56521739130434,34.391304347826086
Maine,2019.0,332.0,314.7,16.9,0.3,0.1,0.0,0.0,92.8,33.7
Maryland,2019.0,332.11764705882354,274.29411764705884,54.411764705882355,3.3529411764705883,0.058823529411764705,0.0,0.0,111.29411764705883,38.0
Massachusetts,2019.0,362.61538461538464,328.15384615384613,34.07692307692308,0.38461538461538464,0.0,0.0,0.0,96.0,37.53846153846154
Michigan,2019.0,301.32142857142856,262.75,37.714285714285715,0.8571428571428571,0.0,0.0,0.0,90.82142857142857,34.32142857142857
Minnesota,2019.0,335.04761904761904,299.4761904761905,35.142857142857146,0.3333333333333333,0.09523809523809523,0.0,0.0,101.9047619047619,29.285714285714285
Mississippi,2019.0,337.8,279.4,58.2,0.2,0.0,0.0,0.0,92.1,38.6
Missouri,2019.0,308.375,254.70833333333334,41.916666666666664,6.666666666666667,5.083333333333333,0.0,0.0,94.91666666666667,38.833333333333336
Montana,2019.0,308.42105263157896,272.42105263157896,35.421052631578945,0.47368421052631576,0.10526315789473684,0.0,0.0,94.63157894736842,26.31578947368421
Nebraska,2019.0,245.88888888888889,228.11111111111111,17.77777777777778,0.0,0.0,0.0,0.0,68.88888888888889,24.555555555555557
Nevada,2019.0,361.3333333333333,303.1111111111111,57.44444444444444,0.7777777777777778,0.0,0.0,0.0,93.0,34.0
New Hampshire,2019.0,352.14285714285717,339.7142857142857,12.285714285714286,0.14285714285714285,0.0,0.0,0.0,77.28571428571429,34.142857142857146
New Jersey,2019.0,344.625,274.5,68.5625,1.5625,0.0,0.0,0.0,114.5,39.4375
New Mexico,2019.0,283.0625,210.5,69.1875,2.75,0.3125,0.125,0.1875,149.6875,31.1875
New York,2019.0,348.1290322580645,318.93548387096774,28.161290322580644,1.032258064516129,0.0,0.0,0.0,81.7741935483871,31.741935483870968
North Carolina,2019.0,310.0,262.1842105263158,47.36842105263158,0.4473684210526316,0.0,0.0,0.0,84.42105263157895,36.44736842105263
North Dakota,2019.0,364.7,340.3,23.9,0.4,0.1,0.0,0.0,93.1,32.9
Ohio,2019.0,324.0238095238095,267.3333333333333,55.523809523809526,1.1666666666666667,0.0,0.0,0.0,92.73809523809524,35.5
Oklahoma,2019.0,309.95652173913044,258.7391304347826,50.73913043478261,0.43478260869565216,0.043478260869565216,0.0,0.0,93.56521739130434,33.95652173913044
Oregon,2019.0,345.5,290.0416666666667,53.5,1.6666666666666667,0.2916666666666667,0.0,0.0,106.25,26.708333333333332
Pennsylvania,2019.0,352.5853658536585,293.780487804878,57.048780487804876,1.5853658536585367,0.17073170731707318,0.0,0.0,102.58536585365853,37.73170731707317
Puerto Rico,2019.0,265.9,229.3,34.1,2.4,0.1,0.0,0.0,98.0,19.4
Rhode Island,2019.0,356.0,316.0,39.333333333333336,0.6666666666666666,0.0,0.0,0.0,103.0,37.0
South Carolina,2019.0,290.44444444444446,230.77777777777777,58.77777777777778,0.8888888888888888,0.0,0.0,0.0,95.16666666666667,37.888888888888886
South Dakota,2019.0,338.6,305.9,31.7,1.0,0.0,0.0,0.0,89.5,31.2
Tennessee,2019.0,343.82608695652175,290.5652173913044,52.0,1.2608695652173914,0.0,0.0,0.0,85.08695652173913,36.0
Texas,2019.0,352.5625,285.0,62.270833333333336,4.958333333333333,0.3125,0.020833333333333332,0.0,113.6875,33.395833333333336
Utah,2019.0,339.46666666666664,255.2,79.46666666666667,4.2,0.5333333333333333,0.06666666666666667,0.0,114.33333333333333,42.2
Vermont,2019.0,299.75,276.5,23.25,0.0,0.0,0.0,0.0,75.5,29.0
Virgin Islands,2019.0,142.0,123.0,19.0,0.0,0.0,0.0,0.0,78.66666666666667,21.0
Virginia,2019.0,269.97058823529414,248.88235294117646,20.794117647058822,0.29411764705882354,0.0,0.0,0.0,76.73529411764706,30.558823529411764
Washington,2019.0,353.5483870967742,309.80645161290323,42.83870967741935,0.9032258064516129,0.0,0.0,0.0,87.3225806451613,25.193548387096776
West Virginia,2019.0,304.1875,279.875,23.0625,1.1875,0.0625,0.0,0.0,87.125,29.75
Wisconsin,2019.0,300.9642857142857,262.82142857142856,37.464285714285715,0.6785714285714286,0.0,0.0,0.0,97.60714285714286,34.92857142857143
Wyoming,2019.0,344.22222222222223,297.8888888888889,45.111111111111114,1.0555555555555556,0.16666666666666666,0.0,0.0,101.5,38.833333333333336
Alabama,2014.0,260.44444444444446,213.44444444444446,46.111111111111114,0.8888888888888888,0.0,0.0,0.0,93.33333333333333,38.166666666666664
Alaska,2014.0,274.25,218.25,43.625,5.875,6.25,0.25,0.0,133.0,23.375
Arizona,2014.0,357.3076923076923,217.15384615384616,115.76923076923077,19.46153846153846,3.5384615384615383,0.46153846153846156,0.9230769230769231,207.53846153846155,46.23076923076923
Arkansas,2014.0,272.3636363636364,230.27272727272728,41.81818181818182,0.2727272727272727,0.0,0.0,0.0,89.63636363636364,33.36363636363637
California,2014.0,344.462962962963,193.8148148148148,121.05555555555556,23.77777777777778,5.388888888888889,0.18518518518518517,0.24074074074074073,210.62962962962962,48.888888888888886
Colorado,2014.0,302.26666666666665,234.83333333333334,64.3,2.8666666666666667,0.23333333333333334,0.03333333333333333,0.0,105.03333333333333,36.6
Connecticut,2014.0,316.125,235.5,73.625,6.625,0.375,0.0,0.0,132.25,41.875
Country Of Mexico,2014.0,132.5,110.5,15.5,4.0,2.5,0.0,0.0,126.0,48.0
Delaware,2014.0,364.6666666666667,253.66666666666666,106.33333333333333,4.0,0.6666666666666666,0.0,0.0,121.66666666666667,44.666666666666664
District Of Columbia,2014.0,365.0,225.0,136.0,4.0,0.0,0.0,0.0,140.0,47.0
Florida,2014.0,357.53846153846155,305.46153846153845,50.794871794871796,1.2307692307692308,0.05128205128205128,0.0,0.0,103.15384615384616,36.23076923076923
Georgia,2014.0,294.5,210.1875,82.875,1.40625,0.03125,0.0,0.0,104.625,41.03125
Hawaii,2014.0,351.25,258.5,25.0,35.0,32.5,0.25,0.0,151.5,48.75
Idaho,2014.0,332.54545454545456,282.54545454545456,45.36363636363637,4.181818181818182,0.45454545454545453,0.0,0.0,123.63636363636364,25.09090909090909
Illinois,2014.0,327.53846153846155,267.03846153846155,57.80769230769231,2.5384615384615383,0.15384615384615385,0.0,0.0,105.3076923076923,34.38461538461539
Indiana,2014.0,279.15555555555557,202.42222222222222,73.26666666666667,3.311111111111111,0.15555555555555556,0.0,0.0,110.26666666666667,37.28888888888889
Iowa,2014.0,292.63157894736844,208.1578947368421,80.21052631578948,3.9473684210526314,0.3157894736842105,0.0,0.0,104.10526315789474,37.68421052631579
Kansas,2014.0,285.6666666666667,237.75,46.75,1.0833333333333333,0.08333333333333333,0.0,0.0,100.83333333333333,32.416666666666664
Kentucky,2014.0,305.6551724137931,246.58620689655172,57.62068965517241,1.4137931034482758,0.034482758620689655,0.0,0.0,95.89655172413794,38.58620689655172
Louisiana,2014.0,335.1363636363636,260.1363636363636,72.36363636363636,2.5454545454545454,0.09090909090909091,0.0,0.0,113.77272727272727,38.36363636363637
Maine,2014.0,306.1818181818182,279.0,26.636363636363637,0.5454545454545454,0.0,0.0,0.0,93.27272727272727,33.90909090909091
Maryland,2014.0,310.625,228.75,80.4375,1.4375,0.0,0.0,0.0,107.25,43.0625
Massachusetts,2014.0,361.38461538461536,296.7692307692308,64.3076923076923,0.3076923076923077,0.0,0.0,0.0,95.23076923076923,38.46153846153846
Michigan,2014.0,282.32142857142856,220.96428571428572,58.607142857142854,2.7142857142857144,0.03571428571428571,0.0,0.0,111.21428571428571,37.464285714285715
Minnesota,2014.0,313.04761904761904,268.95238095238096,43.80952380952381,0.2857142857142857,0.0,0.0,0.0,92.85714285714286,31.761904761904763
Mississippi,2014.0,307.6,251.4,54.5,1.6,0.1,0.0,0.0,102.9,38.3
Missouri,2014.0,293.59090909090907,218.0,71.36363636363636,4.2272727272727275,0.0,0.0,0.0,109.18181818181819,39.09090909090909
Montana,2014.0,307.0,259.10526315789474,45.26315789473684,2.473684210526316,0.15789473684210525,0.0,0.0,114.73684210526316,27.263157894736842
Nebraska,2014.0,201.36363636363637,175.0,26.0,0.36363636363636365,0.0,0.0,0.0,82.45454545454545,25.545454545454547
Nevada,2014.0,327.8888888888889,235.55555555555554,87.33333333333333,3.7777777777777777,0.6666666666666666,0.0,0.5555555555555556,213.88888888888889,41.0
New Hampshire,2014.0,343.2857142857143,291.7142857142857,50.42857142857143,1.1428571428571428,0.0,0.0,0.0,106.42857142857143,37.42857142857143
New Jersey,2014.0,340.3125,271.5625,65.4375,3.1875,0.125,0.0,0.0,126.25,39.625
New Mexico,2014.0,286.3529411764706,229.41176470588235,55.05882352941177,1.3529411764705883,0.29411764705882354,0.17647058823529413,0.058823529411764705,111.11764705882354,33.05882352941177
New York,2014.0,357.17241379310343,312.44827586206895,43.793103448275865,0.8620689655172413,0.06896551724137931,0.0,0.0,103.6896551724138,35.10344827586207
North Carolina,2014.0,292.3404255319149,233.9787234042553,58.06382978723404,0.2978723404255319,0.0,0.0,0.0,91.17021276595744,38.59574468085106
North Dakota,2014.0,364.55555555555554,336.8888888888889,25.555555555555557,1.7777777777777777,0.2222222222222222,0.1111111111111111,0.0,124.11111111111111,35.0
Ohio,2014.0,315.9512195121951,237.09756097560975,75.92682926829268,2.8292682926829267,0.0975609756097561,0.0,0.0,111.53658536585365,37.63414634146341
Oklahoma,2014.0,336.45454545454544,262.77272727272725,72.36363636363636,1.2727272727272727,0.045454545454545456,0.0,0.0,106.5,38.90909090909091
Oregon,2014.0,345.5217391304348,290.17391304347825,51.95652173913044,2.782608695652174,0.6086956521739131,0.0,0.0,127.21739130434783,27.695652173913043
Pennsylvania,2014.0,359.46153846153845,252.76923076923077,103.07692307692308,3.4871794871794872,0.1282051282051282,0.0,0.0,112.46153846153847,42.23076923076923
Puerto Rico,2014.0,224.23076923076923,215.30769230769232,8.76923076923077,0.0,0.07692307692307693,0.07692307692307693,0.0,75.6923076923077,16.76923076923077
Rhode Island,2014.0,364.3333333333333,317.6666666666667,45.666666666666664,1.0,0.0,0.0,0.0,106.33333333333333,37.0
South Carolina,2014.0,293.5263157894737,244.10526315789474,49.10526315789474,0.2631578947368421,0.05263157894736842,0.0,0.0,91.10526315789474,37.73684210526316
South Dakota,2014.0,336.22222222222223,301.3333333333333,34.55555555555556,0.3333333333333333,0.0,0.0,0.0,90.88888888888889,33.22222222222222
Tennessee,2014.0,277.2916666666667,219.95833333333334,55.166666666666664,2.1666666666666665,0.0,0.0,0.0,94.45833333333333,38.25
Texas,2014.0,340.0232558139535,265.6279069767442,71.93023255813954,2.302325581395349,0.16279069767441862,0.0,0.0,110.44186046511628,37.76744186046512
Utah,2014.0,333.1333333333333,251.2,76.26666666666667,5.2,0.4666666666666667,0.0,0.0,117.0,41.4
Vermont,2014.0,303.0,260.0,42.25,0.75,0.0,0.0,0.0,84.5,29.0
Virgin Islands,2014.0,78.5,63.5,15.0,0.0,0.0,0.0,0.0,85.0,34.0
Virginia,2014.0,261.0,230.42857142857142,30.228571428571428,0.3142857142857143,0.02857142857142857,0.0,0.0,78.85714285714286,31.885714285714286
Washington,2014.0,343.3448275862069,300.55172413793105,40.96551724137931,1.5517241379310345,0.27586206896551724,0.0,0.0,104.82758620689656,25.17241379310345
West Virginia,2014.0,281.0,233.66666666666666,46.93333333333333,0.4,0.0,0.0,0.0,91.53333333333333,34.93333333333333
Wisconsin,2014.0,294.77777777777777,238.03703703703704,52.51851851851852,4.148148148148148,0.07407407407407407,0.0,0.0,115.14814814814815,37.18518518518518
Wyoming,2014.0,310.36842105263156,266.1578947368421,43.31578947368421,0.5789473684210527,0.3157894736842105,0.0,0.0,95.26315789473684,35.10526315789474
Alabama,2015.0,287.27777777777777,217.77777777777777,68.27777777777777,1.0555555555555556,0.16666666666666666,0.0,0.0,105.72222222222223,39.333333333333336
Alaska,2015.0,255.625,205.875,40.5,3.75,5.125,0.375,0.0,99.125,23.125
Arizona,2015.0,359.2307692307692,242.76923076923077,98.46153846153847,14.692307692307692,2.4615384615384617,0.07692307692307693,0.7692307692307693,179.15384615384616,43.61538461538461
Arkansas,2015.0,270.6363636363636,231.0,39.45454545454545,0.18181818181818182,0.0,0.0,0.0,84.9090909090909,32.45454545454545
California,2015.0,344.2037037037037,197.6851851851852,120.31481481481481,21.09259259259259,4.574074074074074,0.24074074074074073,0.2962962962962963,242.46296296296296,49.425925925925924
Colorado,2015.0,289.96774193548384,225.5483870967742,60.87096774193548,3.3225806451612905,0.16129032258064516,0.06451612903225806,0.0,109.48387096774194,35.45161290322581
Connecticut,2015.0,317.625,234.125,71.75,10.5,1.25,0.0,0.0,149.5,41.0
Country Of Mexico,2015.0,56.0,8.0,34.0,10.0,4.0,0.0,0.0,174.0,73.0
Delaware,2015.0,365.0,252.0,108.66666666666667,4.0,0.3333333333333333,0.0,0.0,129.0,43.666666666666664
District Of Columbia,2015.0,365.0,217.0,143.0,5.0,0.0,0.0,0.0,126.0,47.0
Florida,2015.0,359.6923076923077,320.7435897435897,38.38461538461539,0.5641025641025641,0.0,0.0,0.0,87.02564102564102,34.51282051282051
Georgia,2015.0,295.28125,230.625,63.46875,1.0,0.15625,0.03125,0.0,111.4375,37.8125
Hawaii,2015.0,364.25,259.25,29.0,38.25,37.0,0.75,0.0,106.25,52.25
Idaho,2015.0,284.0,236.47619047619048,39.476190476190474,5.428571428571429,2.2857142857142856,0.2857142857142857,0.047619047619047616,156.0,23.857142857142858
Illinois,2015.0,331.03846153846155,274.03846153846155,55.42307692307692,1.5,0.07692307692307693,0.0,0.0,101.61538461538461,34.76923076923077
Indiana,2015.0,283.6222222222222,218.95555555555555,62.71111111111111,1.8,0.15555555555555556,0.0,0.0,105.73333333333333,35.17777777777778
Iowa,2015.0,293.7894736842105,222.89473684210526,69.52631578947368,1.2105263157894737,0.15789473684210525,0.0,0.0,105.3157894736842,36.1578947368421
Kansas,2015.0,310.90909090909093,267.90909090909093,42.54545454545455,0.45454545454545453,0.0,0.0,0.0,97.0,32.27272727272727
Kentucky,2015.0,310.7857142857143,254.5,54.535714285714285,1.6071428571428572,0.14285714285714285,0.0,0.0,101.75,38.785714285714285
Louisiana,2015.0,315.22727272727275,251.0909090909091,62.09090909090909,1.9090909090909092,0.13636363636363635,0.0,0.0,109.36363636363636,36.72727272727273
Maine,2015.0,298.4166666666667,261.5833333333333,36.166666666666664,0.6666666666666666,0.0,0.0,0.0,98.83333333333333,32.75
Maryland,2015.0,315.4375,219.875,91.875,3.5,0.1875,0.0,0.0,124.9375,43.4375
Massachusetts,2015.0,352.15384615384613,294.15384615384613,56.0,1.9230769230769231,0.07692307692307693,0.0,0.0,119.0,36.23076923076923
Michigan,2015.0,289.7142857142857,232.85714285714286,54.32142857142857,2.4285714285714284,0.10714285714285714,0.0,0.0,116.35714285714286,36.67857142857143
Minnesota,2015.0,316.9047619047619,281.3333333333333,34.523809523809526,1.0,0.047619047619047616,0.0,0.0,110.38095238095238,31.428571428571427
Mississippi,2015.0,295.8181818181818,249.27272727272728,46.36363636363637,0.18181818181818182,0.0,0.0,0.0,87.0,35.63636363636363
Missouri,2015.0,292.7391304347826,235.91304347826087,54.130434782608695,2.608695652173913,0.08695652173913043,0.0,0.0,100.91304347826087,35.82608695652174
Montana,2015.0,309.89473684210526,254.73684210526315,46.1578947368421,4.526315789473684,4.315789473684211,0.15789473684210525,0.0,175.73684210526315,28.473684210526315
Nebraska,2015.0,209.0,182.0909090909091,26.454545454545453,0.45454545454545453,0.0,0.0,0.0,84.36363636363636,26.09090909090909
Nevada,2015.0,336.3333333333333,250.88888888888889,79.66666666666667,5.333333333333333,0.4444444444444444,0.0,0.0,133.22222222222223,39.55555555555556
New Hampshire,2015.0,341.7142857142857,293.7142857142857,46.142857142857146,1.7142857142857142,0.14285714285714285,0.0,0.0,119.14285714285714,37.42857142857143
New Jersey,2015.0,341.875,257.4375,77.625,6.5625,0.25,0.0,0.0,132.8125,39.625
New Mexico,2015.0,273.1764705882353,221.41176470588235,50.64705882352941,1.0,0.11764705882352941,0.0,0.0,83.11764705882354,28.470588235294116
New York,2015.0,353.86206896551727,297.55172413793105,53.62068965517241,2.689655172413793,0.0,0.0,0.0,111.72413793103448,35.724137931034484
North Carolina,2015.0,280.4888888888889,227.73333333333332,52.28888888888889,0.4666666666666667,0.0,0.0,0.0,87.44444444444444,37.733333333333334
North Dakota,2015.0,364.9,319.9,38.5,5.0,1.5,0.0,0.0,150.0,33.1
Ohio,2015.0,317.390243902439,244.1951219512195,70.3170731707317,2.8292682926829267,0.04878048780487805,0.0,0.0,109.73170731707317,36.73170731707317
Oklahoma,2015.0,305.7826086956522,257.5217391304348,47.91304347826087,0.30434782608695654,0.043478260869565216,0.0,0.0,96.95652173913044,35.56521739130435
Oregon,2015.0,345.95652173913044,282.6521739130435,56.47826086956522,4.478260869565218,2.3043478260869565,0.043478260869565216,0.0,165.47826086956522,28.869565217391305
Pennsylvania,2015.0,361.13157894736844,248.71052631578948,107.44736842105263,4.7894736842105265,0.18421052631578946,0.0,0.0,118.97368421052632,42.21052631578947
Puerto Rico,2015.0,271.0,254.9090909090909,15.636363636363637,0.2727272727272727,0.18181818181818182,0.0,0.0,92.45454545454545,18.181818181818183
Rhode Island,2015.0,361.0,286.3333333333333,69.66666666666667,4.0,1.0,0.0,0.0,161.0,39.666666666666664
South Carolina,2015.0,295.63157894736844,258.2105263157895,37.21052631578947,0.21052631578947367,0.0,0.0,0.0,84.36842105263158,35.89473684210526
South Dakota,2015.0,338.7,293.9,43.1,1.6,0.1,0.0,0.0,120.4,33.3
Tennessee,2015.0,264.4166666666667,216.20833333333334,46.708333333333336,1.5,0.0,0.0,0.0,91.375,36.333333333333336
Texas,2015.0,349.8536585365854,273.8536585365854,70.04878048780488,5.195121951219512,0.7317073170731707,0.024390243902439025,0.0,122.36585365853658,37.19512195121951
Utah,2015.0,341.42857142857144,250.28571428571428,85.0,5.857142857142857,0.2857142857142857,0.0,0.0,126.64285714285714,40.5
Vermont,2015.0,301.75,256.0,45.0,0.75,0.0,0.0,0.0,95.0,29.0
Virgin Islands,2015.0,73.5,56.5,17.0,0.0,0.0,0.0,0.0,79.5,37.5
Virginia,2015.0,261.0857142857143,228.22857142857143,32.34285714285714,0.5142857142857142,0.0,0.0,0.0,79.91428571428571,32.22857142857143
Washington,2015.0,345.9310344827586,292.86206896551727,48.13793103448276,3.6206896551724137,1.0344827586206897,0.06896551724137931,0.20689655172413793,152.6551724137931,27.17241379310345
West Virginia,2015.0,280.46666666666664,234.06666666666666,45.2,1.1333333333333333,0.06666666666666667,0.0,0.0,100.6,34.46666666666667
Wisconsin,2015.0,291.7857142857143,245.85714285714286,42.67857142857143,3.1785714285714284,0.07142857142857142,0.0,0.0,110.39285714285714,36.32142857142857
Wyoming,2015.0,309.42105263157896,262.57894736842104,45.68421052631579,0.9473684210526315,0.21052631578947367,0.0,0.0,110.26315789473684,34.78947368421053
Alabama,2017.0,293.1111111111111,232.77777777777777,59.05555555555556,1.1666666666666667,0.05555555555555555,0.05555555555555555,0.0,104.66666666666667,38.27777777777778
Alaska,2017.0,285.14285714285717,245.42857142857142,32.285714285714285,4.428571428571429,3.0,0.0,0.0,92.0,22.0
Arizona,2017.0,362.0,220.07692307692307,118.84615384615384,20.076923076923077,2.769230769230769,0.15384615384615385,0.07692307692307693,150.69230769230768,47.23076923076923
